Table: Joule-Thomson coefficient [G]
Temperature {K} 	Pressure {kPa} 	Joule-Thomson coefficient {K/kPa} 	Uncertainty {K/kPa} 
376	8200	0.00597	0.00010
376	8400	0.00594	0.00010
376	8600	0.00591	0.00010
376	8800	0.00588	0.00010
376	9000	0.00584	0.00010
376	9200	0.00580	0.00010
376	9400	0.005763	9.9e-5
376	9600	0.005722	9.7e-5
376	9800	0.005679	9.5e-5
376	10000	0.005635	9.2e-5
377	200	0.00641	0.00026
377	400	0.00640	0.00025
377	600	0.00640	0.00024
377	800	0.00640	0.00023
377	1000	0.00640	0.00022
377	1200	0.00639	0.00021
377	1400	0.00639	0.00021
377	1600	0.00639	0.00020
377	1800	0.00638	0.00019
377	2000	0.00638	0.00018
377	2200	0.00637	0.00018
377	2400	0.00637	0.00017
377	2600	0.00636	0.00016
377	2800	0.00636	0.00015
377	3000	0.00635	0.00015
377	3200	0.00634	0.00014
377	3400	0.00634	0.00014
377	3600	0.00633	0.00013
377	3800	0.00632	0.00012
377	4000	0.00631	0.00012
377	4200	0.00630	0.00011
377	4400	0.00629	0.00011
377	4600	0.00628	0.00011
377	4800	0.00627	0.00010
377	5000	0.00626	0.00010
377	5200	0.006246	0.000100
377	5400	0.006233	9.8e-5
377	5600	0.006218	9.7e-5
377	5800	0.006203	9.6e-5
377	6000	0.006187	9.6e-5
377	6200	0.006170	9.6e-5
377	6400	0.006151	9.6e-5
377	6600	0.006132	9.7e-5
377	6800	0.006112	9.7e-5
377	7000	0.006090	9.8e-5
377	7200	0.006068	9.9e-5
377	7400	0.006044	0.000100
377	7600	0.00602	0.00010
377	7800	0.00599	0.00010
377	8000	0.00596	0.00010
377	8200	0.00594	0.00010
377	8400	0.00591	0.00010
377	8600	0.00587	0.00010
377	8800	0.00584	0.00010
377	9000	0.00580	0.00010
377	9200	0.005768	9.9e-5
377	9400	0.005729	9.8e-5
377	9600	0.005689	9.6e-5
377	9800	0.005647	9.4e-5
377	10000	0.005603	9.2e-5
378	200	0.00637	0.00026
378	400	0.00637	0.00025
378	600	0.00636	0.00024
378	800	0.00636	0.00023
378	1000	0.00636	0.00022
378	1200	0.00635	0.00021
378	1400	0.00635	0.00021
378	1600	0.00635	0.00020
378	1800	0.00634	0.00019
378	2000	0.00634	0.00018
378	2200	0.00633	0.00018
378	2400	0.00633	0.00017
378	2600	0.00632	0.00016
378	2800	0.00632	0.00015
378	3000	0.00631	0.00015
378	3200	0.00630	0.00014
378	3400	0.00630	0.00014
378	3600	0.00629	0.00013
378	3800	0.00628	0.00012
378	4000	0.00627	0.00012
378	4200	0.00626	0.00011
378	4400	0.00625	0.00011
378	4600	0.00624	0.00011
378	4800	0.00623	0.00010
378	5000	0.00622	0.00010
378	5200	0.006206	9.9e-5
378	5400	0.006192	9.7e-5
378	5600	0.006178	9.6e-5
378	5800	0.006162	9.5e-5
378	6000	0.006146	9.5e-5
378	6200	0.006129	9.5e-5
378	6400	0.006111	9.5e-5
378	6600	0.006092	9.6e-5
378	6800	0.006072	9.6e-5
378	7000	0.006051	9.7e-5
378	7200	0.006028	9.8e-5
378	7400	0.006005	9.9e-5
378	7600	0.005980	9.9e-5
378	7800	0.005954	0.000100
378	8000	0.00593	0.00010
378	8200	0.00590	0.00010
378	8400	0.00587	0.00010
378	8600	0.00584	0.00010
378	8800	0.00580	0.00010
378	9000	0.005769	0.000100
378	9200	0.005733	9.9e-5
378	9400	0.005695	9.7e-5
378	9600	0.005656	9.6e-5
378	9800	0.005615	9.4e-5
378	10000	0.005572	9.1e-5
379	200	0.00633	0.00025
379	400	0.00633	0.00025
379	600	0.00633	0.00024
379	800	0.00632	0.00023
379	1000	0.00632	0.00022
379	1200	0.00632	0.00021
379	1400	0.00631	0.00021
379	1600	0.00631	0.00020
379	1800	0.00630	0.00019
379	2000	0.00630	0.00018
379	2200	0.00630	0.00018
379	2400	0.00629	0.00017
379	2600	0.00628	0.00016
379	2800	0.00628	0.00015
379	3000	0.00627	0.00015
379	3200	0.00627	0.00014
379	3400	0.00626	0.00014
379	3600	0.00625	0.00013
379	3800	0.00624	0.00012
379	4000	0.00623	0.00012
379	4200	0.00622	0.00011
379	4400	0.00621	0.00011
379	4600	0.00620	0.00011
379	4800	0.00619	0.00010
379	5000	0.00618	0.00010
379	5200	0.006166	9.9e-5
379	5400	0.006152	9.7e-5
379	5600	0.006138	9.6e-5
379	5800	0.006122	9.5e-5
379	6000	0.006106	9.4e-5
379	6200	0.006089	9.4e-5
379	6400	0.006071	9.4e-5
379	6600	0.006052	9.5e-5
379	6800	0.006032	9.5e-5
379	7000	0.006011	9.6e-5
379	7200	0.005989	9.7e-5
379	7400	0.005966	9.7e-5
379	7600	0.005942	9.8e-5
379	7800	0.005916	9.9e-5
379	8000	0.005889	9.9e-5
379	8200	0.005861	0.000100
379	8400	0.005831	0.000100
379	8600	0.005800	0.000100
379	8800	0.005768	9.9e-5
379	9000	0.005734	9.9e-5
379	9200	0.005698	9.8e-5
379	9400	0.005661	9.7e-5
379	9600	0.005622	9.5e-5
379	9800	0.005582	9.3e-5
379	10000	0.005540	9.1e-5
380	200	0.00629	0.00025
380	400	0.00629	0.00025
380	600	0.00629	0.00024
380	800	0.00629	0.00023
380	1000	0.00628	0.00022
380	1200	0.00628	0.00021
380	1400	0.00627	0.00021
380	1600	0.00627	0.00020
380	1800	0.00627	0.00019
380	2000	0.00626	0.00018
380	2200	0.00626	0.00017
380	2400	0.00625	0.00017
380	2600	0.00625	0.00016
380	2800	0.00624	0.00015
380	3000	0.00623	0.00015
380	3200	0.00623	0.00014
380	3400	0.00622	0.00013
380	3600	0.00621	0.00013
380	3800	0.00620	0.00012
380	4000	0.00619	0.00012
380	4200	0.00618	0.00011
380	4400	0.00617	0.00011
380	4600	0.00616	0.00011
380	4800	0.00615	0.00010
380	5000	0.00614	0.00010
380	5200	0.006126	9.8e-5
380	5400	0.006112	9.6e-5
380	5600	0.006098	9.5e-5
380	5800	0.006083	9.4e-5
380	6000	0.006067	9.4e-5
380	6200	0.006050	9.3e-5
380	6400	0.006032	9.3e-5
380	6600	0.006013	9.4e-5
380	6800	0.005993	9.4e-5
380	7000	0.005973	9.5e-5
380	7200	0.005951	9.6e-5
380	7400	0.005928	9.6e-5
380	7600	0.005904	9.7e-5
380	7800	0.005878	9.8e-5
380	8000	0.005852	9.8e-5
380	8200	0.005824	9.9e-5
380	8400	0.005795	9.9e-5
380	8600	0.005764	9.9e-5
380	8800	0.005732	9.8e-5
380	9000	0.005699	9.8e-5
380	9200	0.005664	9.7e-5
380	9400	0.005627	9.6e-5
380	9600	0.005590	9.4e-5
380	9800	0.005550	9.3e-5
380	10000	0.005509	9.1e-5
381	200	0.00626	0.00025
381	400	0.00625	0.00024
381	600	0.00625	0.00024
381	800	0.00625	0.00023
381	1000	0.00624	0.00022
381	1200	0.00624	0.00021
381	1400	0.00624	0.00020
381	1600	0.00623	0.00020
381	1800	0.00623	0.00019
381	2000	0.00622	0.00018
381	2200	0.00622	0.00017
381	2400	0.00621	0.00017
381	2600	0.00621	0.00016
381	2800	0.00620	0.00015
381	3000	0.00619	0.00015
381	3200	0.00619	0.00014
381	3400	0.00618	0.00013
381	3600	0.00617	0.00013
381	3800	0.00616	0.00012
381	4000	0.00615	0.00012
381	4200	0.00614	0.00011
381	4400	0.00613	0.00011
381	4600	0.00612	0.00011
381	4800	0.00611	0.00010
381	5000	0.00610	0.00010
381	5200	0.006086	9.8e-5
381	5400	0.006073	9.6e-5
381	5600	0.006059	9.4e-5
381	5800	0.006043	9.3e-5
381	6000	0.006027	9.3e-5
381	6200	0.006011	9.3e-5
381	6400	0.005993	9.3e-5
381	6600	0.005974	9.3e-5
381	6800	0.005955	9.3e-5
381	7000	0.005934	9.4e-5
381	7200	0.005912	9.5e-5
381	7400	0.005890	9.5e-5
381	7600	0.005866	9.6e-5
381	7800	0.005841	9.7e-5
381	8000	0.005814	9.7e-5
381	8200	0.005787	9.8e-5
381	8400	0.005758	9.8e-5
381	8600	0.005728	9.8e-5
381	8800	0.005697	9.7e-5
381	9000	0.005664	9.7e-5
381	9200	0.005630	9.6e-5
381	9400	0.005594	9.5e-5
381	9600	0.005557	9.4e-5
381	9800	0.005518	9.2e-5
381	10000	0.005478	9.0e-5
382	200	0.00622	0.00025
382	400	0.00622	0.00024
382	600	0.00621	0.00024
382	800	0.00621	0.00023
382	1000	0.00621	0.00022
382	1200	0.00620	0.00021
382	1400	0.00620	0.00020
382	1600	0.00620	0.00020
382	1800	0.00619	0.00019
382	2000	0.00619	0.00018
382	2200	0.00618	0.00017
382	2400	0.00618	0.00017
382	2600	0.00617	0.00016
382	2800	0.00616	0.00015
382	3000	0.00616	0.00015
382	3200	0.00615	0.00014
382	3400	0.00614	0.00013
382	3600	0.00613	0.00013
382	3800	0.00612	0.00012
382	4000	0.00611	0.00012
382	4200	0.00611	0.00011
382	4400	0.00609	0.00011
382	4600	0.00608	0.00011
382	4800	0.00607	0.00010
382	5000	0.006060	0.000100
382	5200	0.006047	9.7e-5
382	5400	0.006034	9.5e-5
382	5600	0.006020	9.4e-5
382	5800	0.006004	9.3e-5
382	6000	0.005989	9.2e-5
382	6200	0.005972	9.2e-5
382	6400	0.005954	9.2e-5
382	6600	0.005936	9.2e-5
382	6800	0.005916	9.2e-5
382	7000	0.005896	9.3e-5
382	7200	0.005874	9.4e-5
382	7400	0.005852	9.4e-5
382	7600	0.005828	9.5e-5
382	7800	0.005804	9.6e-5
382	8000	0.005778	9.6e-5
382	8200	0.005751	9.6e-5
382	8400	0.005722	9.7e-5
382	8600	0.005693	9.7e-5
382	8800	0.005662	9.7e-5
382	9000	0.005630	9.6e-5
382	9200	0.005596	9.5e-5
382	9400	0.005561	9.4e-5
382	9600	0.005524	9.3e-5
382	9800	0.005486	9.2e-5
382	10000	0.005447	9.0e-5
383	200	0.00618	0.00025
383	400	0.00618	0.00024
383	600	0.00618	0.00024
383	800	0.00617	0.00023
383	1000	0.00617	0.00022
383	1200	0.00617	0.00021
383	1400	0.00616	0.00020
383	1600	0.00616	0.00020
383	1800	0.00615	0.00019
383	2000	0.00615	0.00018
383	2200	0.00614	0.00017
383	2400	0.00614	0.00017
383	2600	0.00613	0.00016
383	2800	0.00612	0.00015
383	3000	0.00612	0.00015
383	3200	0.00611	0.00014
383	3400	0.00610	0.00013
383	3600	0.00609	0.00013
383	3800	0.00609	0.00012
383	4000	0.00608	0.00012
383	4200	0.00607	0.00011
383	4400	0.00606	0.00011
383	4600	0.00605	0.00011
383	4800	0.00603	0.00010
383	5000	0.006022	9.9e-5
383	5200	0.006009	9.7e-5
383	5400	0.005995	9.5e-5
383	5600	0.005981	9.3e-5
383	5800	0.005966	9.2e-5
383	6000	0.005950	9.1e-5
383	6200	0.005934	9.1e-5
383	6400	0.005916	9.1e-5
383	6600	0.005898	9.1e-5
383	6800	0.005878	9.1e-5
383	7000	0.005858	9.2e-5
383	7200	0.005837	9.3e-5
383	7400	0.005815	9.3e-5
383	7600	0.005791	9.4e-5
383	7800	0.005767	9.5e-5
383	8000	0.005741	9.5e-5
383	8200	0.005715	9.5e-5
383	8400	0.005687	9.6e-5
383	8600	0.005658	9.6e-5
383	8800	0.005627	9.6e-5
383	9000	0.005595	9.5e-5
383	9200	0.005562	9.5e-5
383	9400	0.005528	9.4e-5
383	9600	0.005492	9.3e-5
383	9800	0.005455	9.1e-5
383	10000	0.005416	8.9e-5
384	200	0.00615	0.00025
384	400	0.00614	0.00024
384	600	0.00614	0.00023
384	800	0.00614	0.00023
384	1000	0.00613	0.00022
384	1200	0.00613	0.00021
384	1400	0.00613	0.00020
384	1600	0.00612	0.00020
384	1800	0.00612	0.00019
384	2000	0.00611	0.00018
384	2200	0.00611	0.00017
384	2400	0.00610	0.00017
384	2600	0.00609	0.00016
384	2800	0.00609	0.00015
384	3000	0.00608	0.00015
384	3200	0.00607	0.00014
384	3400	0.00606	0.00013
384	3600	0.00606	0.00013
384	3800	0.00605	0.00012
384	4000	0.00604	0.00012
384	4200	0.00603	0.00011
384	4400	0.00602	0.00011
384	4600	0.00601	0.00011
384	4800	0.00600	0.00010
384	5000	0.005983	9.9e-5
384	5200	0.005971	9.6e-5
384	5400	0.005957	9.4e-5
384	5600	0.005943	9.3e-5
384	5800	0.005928	9.2e-5
384	6000	0.005912	9.1e-5
384	6200	0.005896	9.0e-5
384	6400	0.005878	9.0e-5
384	6600	0.005860	9.0e-5
384	6800	0.005841	9.1e-5
384	7000	0.005821	9.1e-5
384	7200	0.005800	9.2e-5
384	7400	0.005778	9.2e-5
384	7600	0.005755	9.3e-5
384	7800	0.005731	9.3e-5
384	8000	0.005705	9.4e-5
384	8200	0.005679	9.4e-5
384	8400	0.005651	9.5e-5
384	8600	0.005623	9.5e-5
384	8800	0.005593	9.5e-5
384	9000	0.005561	9.4e-5
384	9200	0.005529	9.4e-5
384	9400	0.005495	9.3e-5
384	9600	0.005460	9.2e-5
384	9800	0.005423	9.1e-5
384	10000	0.005385	8.9e-5
385	200	0.00611	0.00025
385	400	0.00611	0.00024
385	600	0.00611	0.00023
385	800	0.00610	0.00023
385	1000	0.00610	0.00022
385	1200	0.00609	0.00021
385	1400	0.00609	0.00020
385	1600	0.00608	0.00020
385	1800	0.00608	0.00019
385	2000	0.00607	0.00018
385	2200	0.00607	0.00017
385	2400	0.00606	0.00017
385	2600	0.00606	0.00016
385	2800	0.00605	0.00015
385	3000	0.00604	0.00015
385	3200	0.00604	0.00014
385	3400	0.00603	0.00013
385	3600	0.00602	0.00013
385	3800	0.00601	0.00012
385	4000	0.00600	0.00012
385	4200	0.00599	0.00011
385	4400	0.00598	0.00011
385	4600	0.00597	0.00011
385	4800	0.00596	0.00010
385	5000	0.005946	9.9e-5
385	5200	0.005933	9.6e-5
385	5400	0.005919	9.4e-5
385	5600	0.005905	9.2e-5
385	5800	0.005890	9.1e-5
385	6000	0.005874	9.0e-5
385	6200	0.005858	9.0e-5
385	6400	0.005841	8.9e-5
385	6600	0.005823	8.9e-5
385	6800	0.005804	9.0e-5
385	7000	0.005784	9.0e-5
385	7200	0.005763	9.1e-5
385	7400	0.005741	9.1e-5
385	7600	0.005718	9.2e-5
385	7800	0.005694	9.2e-5
385	8000	0.005670	9.3e-5
385	8200	0.005644	9.3e-5
385	8400	0.005616	9.4e-5
385	8600	0.005588	9.4e-5
385	8800	0.005559	9.4e-5
385	9000	0.005528	9.4e-5
385	9200	0.005496	9.3e-5
385	9400	0.005463	9.2e-5
385	9600	0.005428	9.1e-5
385	9800	0.005392	9.0e-5
385	10000	0.005355	8.9e-5
386	200	0.00608	0.00025
386	400	0.00607	0.00024
386	600	0.00607	0.00023
386	800	0.00607	0.00023
386	1000	0.00606	0.00022
386	1200	0.00606	0.00021
386	1400	0.00605	0.00020
386	1600	0.00605	0.00019
386	1800	0.00604	0.00019
386	2000	0.00604	0.00018
386	2200	0.00603	0.00017
386	2400	0.00603	0.00017
386	2600	0.00602	0.00016
386	2800	0.00601	0.00015
386	3000	0.00601	0.00015
386	3200	0.00600	0.00014
386	3400	0.00599	0.00013
386	3600	0.00598	0.00013
386	3800	0.00597	0.00012
386	4000	0.00596	0.00012
386	4200	0.00595	0.00011
386	4400	0.00594	0.00011
386	4600	0.00593	0.00010
386	4800	0.00592	0.00010
386	5000	0.005908	9.8e-5
386	5200	0.005895	9.6e-5
386	5400	0.005882	9.3e-5
386	5600	0.005868	9.2e-5
386	5800	0.005853	9.0e-5
386	6000	0.005837	8.9e-5
386	6200	0.005821	8.9e-5
386	6400	0.005804	8.9e-5
386	6600	0.005786	8.9e-5
386	6800	0.005767	8.9e-5
386	7000	0.005747	8.9e-5
386	7200	0.005726	9.0e-5
386	7400	0.005705	9.0e-5
386	7600	0.005682	9.1e-5
386	7800	0.005659	9.1e-5
386	8000	0.005634	9.2e-5
386	8200	0.005608	9.2e-5
386	8400	0.005582	9.3e-5
386	8600	0.005554	9.3e-5
386	8800	0.005525	9.3e-5
386	9000	0.005494	9.3e-5
386	9200	0.005463	9.2e-5
386	9400	0.005430	9.2e-5
386	9600	0.005396	9.1e-5
386	9800	0.005361	9.0e-5
386	10000	0.005324	8.8e-5
387	200	0.00604	0.00025
387	400	0.00604	0.00024
387	600	0.00603	0.00023
387	800	0.00603	0.00022
387	1000	0.00603	0.00022
387	1200	0.00602	0.00021
387	1400	0.00602	0.00020
387	1600	0.00601	0.00019
387	1800	0.00601	0.00019
387	2000	0.00600	0.00018
387	2200	0.00600	0.00017
387	2400	0.00599	0.00017
387	2600	0.00598	0.00016
387	2800	0.00598	0.00015
387	3000	0.00597	0.00015
387	3200	0.00596	0.00014
387	3400	0.00595	0.00013
387	3600	0.00594	0.00013
387	3800	0.00594	0.00012
387	4000	0.00593	0.00012
387	4200	0.00592	0.00011
387	4400	0.00591	0.00011
387	4600	0.00589	0.00010
387	4800	0.00588	0.00010
387	5000	0.005871	9.8e-5
387	5200	0.005858	9.5e-5
387	5400	0.005845	9.3e-5
387	5600	0.005831	9.1e-5
387	5800	0.005816	9.0e-5
387	6000	0.005800	8.9e-5
387	6200	0.005784	8.8e-5
387	6400	0.005767	8.8e-5
387	6600	0.005749	8.8e-5
387	6800	0.005730	8.8e-5
387	7000	0.005711	8.8e-5
387	7200	0.005690	8.9e-5
387	7400	0.005669	8.9e-5
387	7600	0.005647	9.0e-5
387	7800	0.005623	9.0e-5
387	8000	0.005599	9.1e-5
387	8200	0.005574	9.1e-5
387	8400	0.005547	9.2e-5
387	8600	0.005520	9.2e-5
387	8800	0.005491	9.2e-5
387	9000	0.005461	9.2e-5
387	9200	0.005430	9.1e-5
387	9400	0.005398	9.1e-5
387	9600	0.005365	9.0e-5
387	9800	0.005330	8.9e-5
387	10000	0.005294	8.8e-5
388	200	0.00601	0.00025
388	400	0.00600	0.00024
388	600	0.00600	0.00023
388	800	0.00600	0.00022
388	1000	0.00599	0.00022
388	1200	0.00599	0.00021
388	1400	0.00598	0.00020
388	1600	0.00598	0.00019
388	1800	0.00597	0.00019
388	2000	0.00597	0.00018
388	2200	0.00596	0.00017
388	2400	0.00595	0.00017
388	2600	0.00595	0.00016
388	2800	0.00594	0.00015
388	3000	0.00593	0.00015
388	3200	0.00593	0.00014
388	3400	0.00592	0.00013
388	3600	0.00591	0.00013
388	3800	0.00590	0.00012
388	4000	0.00589	0.00012
388	4200	0.00588	0.00011
388	4400	0.00587	0.00011
388	4600	0.00586	0.00010
388	4800	0.00585	0.00010
388	5000	0.005834	9.8e-5
388	5200	0.005821	9.5e-5
388	5400	0.005808	9.3e-5
388	5600	0.005794	9.1e-5
388	5800	0.005779	8.9e-5
388	6000	0.005764	8.8e-5
388	6200	0.005748	8.8e-5
388	6400	0.005731	8.7e-5
388	6600	0.005713	8.7e-5
388	6800	0.005694	8.7e-5
388	7000	0.005675	8.7e-5
388	7200	0.005655	8.8e-5
388	7400	0.005633	8.8e-5
388	7600	0.005611	8.9e-5
388	7800	0.005588	9.0e-5
388	8000	0.005564	9.0e-5
388	8200	0.005539	9.1e-5
388	8400	0.005513	9.1e-5
388	8600	0.005486	9.1e-5
388	8800	0.005458	9.1e-5
388	9000	0.005428	9.1e-5
388	9200	0.005398	9.1e-5
388	9400	0.005366	9.0e-5
388	9600	0.005333	8.9e-5
388	9800	0.005299	8.8e-5
388	10000	0.005264	8.7e-5
389	200	0.00597	0.00025
389	400	0.00597	0.00024
389	600	0.00597	0.00023
389	800	0.00596	0.00022
389	1000	0.00596	0.00022
389	1200	0.00595	0.00021
389	1400	0.00595	0.00020
389	1600	0.00594	0.00019
389	1800	0.00594	0.00019
389	2000	0.00593	0.00018
389	2200	0.00592	0.00017
389	2400	0.00592	0.00016
389	2600	0.00591	0.00016
389	2800	0.00590	0.00015
389	3000	0.00590	0.00015
389	3200	0.00589	0.00014
389	3400	0.00588	0.00013
389	3600	0.00587	0.00013
389	3800	0.00586	0.00012
389	4000	0.00585	0.00012
389	4200	0.00584	0.00011
389	4400	0.00583	0.00011
389	4600	0.00582	0.00010
389	4800	0.00581	0.00010
389	5000	0.005798	9.7e-5
389	5200	0.005785	9.5e-5
389	5400	0.005772	9.2e-5
389	5600	0.005758	9.0e-5
389	5800	0.005743	8.9e-5
389	6000	0.005728	8.8e-5
389	6200	0.005711	8.7e-5
389	6400	0.005695	8.6e-5
389	6600	0.005677	8.6e-5
389	6800	0.005659	8.6e-5
389	7000	0.005639	8.7e-5
389	7200	0.005619	8.7e-5
389	7400	0.005598	8.7e-5
389	7600	0.005576	8.8e-5
389	7800	0.005554	8.9e-5
389	8000	0.005530	8.9e-5
389	8200	0.005505	9.0e-5
389	8400	0.005479	9.0e-5
389	8600	0.005453	9.0e-5
389	8800	0.005425	9.0e-5
389	9000	0.005396	9.0e-5
389	9200	0.005366	9.0e-5
389	9400	0.005335	8.9e-5
389	9600	0.005302	8.9e-5
389	9800	0.005269	8.8e-5
389	10000	0.005234	8.7e-5
390	200	0.00594	0.00025
390	400	0.00594	0.00024
390	600	0.00593	0.00023
390	800	0.00593	0.00022
390	1000	0.00592	0.00022
390	1200	0.00592	0.00021
390	1400	0.00591	0.00020
390	1600	0.00591	0.00019
390	1800	0.00590	0.00019
390	2000	0.00590	0.00018
390	2200	0.00589	0.00017
390	2400	0.00588	0.00016
390	2600	0.00588	0.00016
390	2800	0.00587	0.00015
390	3000	0.00586	0.00014
390	3200	0.00585	0.00014
390	3400	0.00585	0.00013
390	3600	0.00584	0.00013
390	3800	0.00583	0.00012
390	4000	0.00582	0.00012
390	4200	0.00581	0.00011
390	4400	0.00580	0.00011
390	4600	0.00579	0.00010
390	4800	0.00577	0.00010
390	5000	0.005762	9.7e-5
390	5200	0.005749	9.4e-5
390	5400	0.005736	9.2e-5
390	5600	0.005722	9.0e-5
390	5800	0.005707	8.8e-5
390	6000	0.005692	8.7e-5
390	6200	0.005676	8.6e-5
390	6400	0.005659	8.6e-5
390	6600	0.005641	8.6e-5
390	6800	0.005623	8.6e-5
390	7000	0.005604	8.6e-5
390	7200	0.005584	8.6e-5
390	7400	0.005563	8.7e-5
390	7600	0.005542	8.7e-5
390	7800	0.005519	8.8e-5
390	8000	0.005496	8.8e-5
390	8200	0.005471	8.9e-5
390	8400	0.005446	8.9e-5
390	8600	0.005419	8.9e-5
390	8800	0.005392	8.9e-5
390	9000	0.005364	8.9e-5
390	9200	0.005334	8.9e-5
390	9400	0.005303	8.9e-5
390	9600	0.005271	8.8e-5
390	9800	0.005239	8.7e-5
390	10000	0.005204	8.6e-5
391	200	0.00591	0.00024
391	400	0.00590	0.00024
391	600	0.00590	0.00023
391	800	0.00589	0.00022
391	1000	0.00589	0.00021
391	1200	0.00588	0.00021
391	1400	0.00588	0.00020
391	1600	0.00587	0.00019
391	1800	0.00587	0.00018
391	2000	0.00586	0.00018
391	2200	0.00585	0.00017
391	2400	0.00585	0.00016
391	2600	0.00584	0.00016
391	2800	0.00583	0.00015
391	3000	0.00583	0.00014
391	3200	0.00582	0.00014
391	3400	0.00581	0.00013
391	3600	0.00580	0.00013
391	3800	0.00579	0.00012
391	4000	0.00578	0.00012
391	4200	0.00577	0.00011
391	4400	0.00576	0.00011
391	4600	0.00575	0.00010
391	4800	0.00574	0.00010
391	5000	0.005726	9.7e-5
391	5200	0.005713	9.4e-5
391	5400	0.005700	9.2e-5
391	5600	0.005686	8.9e-5
391	5800	0.005671	8.8e-5
391	6000	0.005656	8.7e-5
391	6200	0.005640	8.6e-5
391	6400	0.005624	8.5e-5
391	6600	0.005606	8.5e-5
391	6800	0.005588	8.5e-5
391	7000	0.005569	8.5e-5
391	7200	0.005549	8.5e-5
391	7400	0.005529	8.6e-5
391	7600	0.005507	8.6e-5
391	7800	0.005485	8.7e-5
391	8000	0.005462	8.7e-5
391	8200	0.005438	8.8e-5
391	8400	0.005413	8.8e-5
391	8600	0.005387	8.8e-5
391	8800	0.005360	8.9e-5
391	9000	0.005331	8.8e-5
391	9200	0.005302	8.8e-5
391	9400	0.005272	8.8e-5
391	9600	0.005241	8.7e-5
391	9800	0.005208	8.7e-5
391	10000	0.005175	8.5e-5
392	200	0.00587	0.00024
392	400	0.00587	0.00024
392	600	0.00586	0.00023
392	800	0.00586	0.00022
392	1000	0.00585	0.00021
392	1200	0.00585	0.00021
392	1400	0.00584	0.00020
392	1600	0.00584	0.00019
392	1800	0.00583	0.00018
392	2000	0.00583	0.00018
392	2200	0.00582	0.00017
392	2400	0.00581	0.00016
392	2600	0.00581	0.00016
392	2800	0.00580	0.00015
392	3000	0.00579	0.00014
392	3200	0.00578	0.00014
392	3400	0.00577	0.00013
392	3600	0.00577	0.00013
392	3800	0.00576	0.00012
392	4000	0.00575	0.00012
392	4200	0.00574	0.00011
392	4400	0.00573	0.00011
392	4600	0.00571	0.00010
392	4800	0.005703	0.000100
392	5000	0.005691	9.7e-5
392	5200	0.005678	9.4e-5
392	5400	0.005665	9.1e-5
392	5600	0.005651	8.9e-5
392	5800	0.005636	8.7e-5
392	6000	0.005621	8.6e-5
392	6200	0.005605	8.5e-5
392	6400	0.005589	8.5e-5
392	6600	0.005571	8.4e-5
392	6800	0.005553	8.4e-5
392	7000	0.005535	8.4e-5
392	7200	0.005515	8.4e-5
392	7400	0.005495	8.5e-5
392	7600	0.005473	8.5e-5
392	7800	0.005451	8.6e-5
392	8000	0.005428	8.6e-5
392	8200	0.005405	8.7e-5
392	8400	0.005380	8.7e-5
392	8600	0.005354	8.7e-5
392	8800	0.005327	8.8e-5
392	9000	0.005300	8.8e-5
392	9200	0.005271	8.8e-5
392	9400	0.005241	8.7e-5
392	9600	0.005210	8.7e-5
392	9800	0.005178	8.6e-5
392	10000	0.005145	8.5e-5
393	200	0.00584	0.00024
393	400	0.00583	0.00024
393	600	0.00583	0.00023
393	800	0.00583	0.00022
393	1000	0.00582	0.00021
393	1200	0.00582	0.00021
393	1400	0.00581	0.00020
393	1600	0.00580	0.00019
393	1800	0.00580	0.00018
393	2000	0.00579	0.00018
393	2200	0.00579	0.00017
393	2400	0.00578	0.00016
393	2600	0.00577	0.00016
393	2800	0.00576	0.00015
393	3000	0.00576	0.00014
393	3200	0.00575	0.00014
393	3400	0.00574	0.00013
393	3600	0.00573	0.00013
393	3800	0.00572	0.00012
393	4000	0.00571	0.00012
393	4200	0.00570	0.00011
393	4400	0.00569	0.00011
393	4600	0.00568	0.00010
393	4800	0.005668	0.000100
393	5000	0.005656	9.6e-5
393	5200	0.005643	9.3e-5
393	5400	0.005630	9.1e-5
393	5600	0.005616	8.9e-5
393	5800	0.005601	8.7e-5
393	6000	0.005586	8.6e-5
393	6200	0.005570	8.5e-5
393	6400	0.005554	8.4e-5
393	6600	0.005537	8.4e-5
393	6800	0.005519	8.3e-5
393	7000	0.005500	8.3e-5
393	7200	0.005481	8.4e-5
393	7400	0.005461	8.4e-5
393	7600	0.005440	8.4e-5
393	7800	0.005418	8.5e-5
393	8000	0.005395	8.5e-5
393	8200	0.005372	8.6e-5
393	8400	0.005347	8.6e-5
393	8600	0.005322	8.7e-5
393	8800	0.005295	8.7e-5
393	9000	0.005268	8.7e-5
393	9200	0.005240	8.7e-5
393	9400	0.005210	8.6e-5
393	9600	0.005180	8.6e-5
393	9800	0.005149	8.5e-5
393	10000	0.005116	8.4e-5
394	200	0.00581	0.00024
394	400	0.00580	0.00023
394	600	0.00580	0.00023
394	800	0.00579	0.00022
394	1000	0.00579	0.00021
394	1200	0.00578	0.00021
394	1400	0.00578	0.00020
394	1600	0.00577	0.00019
394	1800	0.00576	0.00018
394	2000	0.00576	0.00018
394	2200	0.00575	0.00017
394	2400	0.00574	0.00016
394	2600	0.00574	0.00016
394	2800	0.00573	0.00015
394	3000	0.00572	0.00014
394	3200	0.00571	0.00014
394	3400	0.00571	0.00013
