Table: Density [G]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
389	400	5.4927	0.0027
389	600	8.2768	0.0061
389	800	11.087	0.011
389	1000	13.923	0.017
389	1200	16.785	0.024
389	1400	19.675	0.032
389	1600	22.593	0.041
389	1800	25.538	0.052
389	2000	28.512	0.063
389	2200	31.515	0.076
389	2400	34.548	0.089
389	2600	37.61	0.10
389	2800	40.70	0.12
389	3000	43.83	0.13
389	3200	46.99	0.15
389	3400	50.18	0.17
389	3600	53.40	0.19
389	3800	56.65	0.21
389	4000	59.94	0.23
389	4200	63.27	0.25
389	4400	66.63	0.27
389	4600	70.03	0.29
389	4800	73.46	0.31
389	5000	76.93	0.33
389	5200	80.44	0.35
389	5400	83.99	0.38
389	5600	87.58	0.40
389	5800	91.21	0.43
389	6000	94.88	0.45
389	6200	98.59	0.48
389	6400	102.35	0.50
389	6600	106.15	0.53
389	6800	109.99	0.56
389	7000	113.88	0.59
389	7200	117.81	0.62
389	7400	121.79	0.65
389	7600	125.82	0.69
389	7800	129.89	0.72
389	8000	134.01	0.76
389	8200	138.18	0.80
389	8400	142.40	0.84
389	8600	146.67	0.88
389	8800	151.00	0.93
389	9000	155.37	0.98
389	9200	159.8	1.0
389	9400	164.3	1.1
389	9600	168.8	1.1
389	9800	173.4	1.2
389	10000	178.0	1.3
390	200	2.72679	0.00068
390	400	5.4782	0.0027
390	600	8.2546	0.0060
390	800	11.056	0.011
390	1000	13.884	0.016
390	1200	16.738	0.023
390	1400	19.619	0.032
390	1600	22.527	0.041
390	1800	25.462	0.051
390	2000	28.426	0.063
390	2200	31.419	0.075
390	2400	34.441	0.088
390	2600	37.49	0.10
390	2800	40.57	0.12
390	3000	43.69	0.13
390	3200	46.83	0.15
390	3400	50.01	0.17
390	3600	53.21	0.19
390	3800	56.46	0.20
390	4000	59.73	0.22
390	4200	63.04	0.24
390	4400	66.39	0.26
390	4600	69.77	0.28
390	4800	73.18	0.31
390	5000	76.64	0.33
390	5200	80.13	0.35
390	5400	83.66	0.37
390	5600	87.23	0.40
390	5800	90.83	0.42
390	6000	94.48	0.45
390	6200	98.17	0.47
390	6400	101.90	0.50
390	6600	105.68	0.53
390	6800	109.49	0.56
390	7000	113.35	0.59
390	7200	117.26	0.62
390	7400	121.21	0.65
390	7600	125.20	0.68
390	7800	129.25	0.72
390	8000	133.34	0.75
390	8200	137.47	0.79
390	8400	141.66	0.83
390	8600	145.89	0.87
390	8800	150.18	0.92
390	9000	154.51	0.97
390	9200	158.9	1.0
390	9400	163.3	1.1
390	9600	167.8	1.1
390	9800	172.4	1.2
390	10000	176.9	1.2
391	200	2.71970	0.00067
391	400	5.4637	0.0027
391	600	8.2324	0.0060
391	800	11.026	0.011
391	1000	13.846	0.016
391	1200	16.691	0.023
391	1400	19.563	0.031
391	1600	22.462	0.040
391	1800	25.387	0.051
391	2000	28.341	0.062
391	2200	31.323	0.074
391	2400	34.334	0.087
391	2600	37.37	0.10
391	2800	40.44	0.12
391	3000	43.54	0.13
391	3200	46.68	0.15
391	3400	49.84	0.17
391	3600	53.03	0.18
391	3800	56.26	0.20
391	4000	59.52	0.22
391	4200	62.82	0.24
391	4400	66.14	0.26
391	4600	69.51	0.28
391	4800	72.91	0.30
391	5000	76.34	0.33
391	5200	79.81	0.35
391	5400	83.32	0.37
391	5600	86.87	0.40
391	5800	90.46	0.42
391	6000	94.09	0.44
391	6200	97.75	0.47
391	6400	101.46	0.50
391	6600	105.21	0.52
391	6800	109.00	0.55
391	7000	112.83	0.58
391	7200	116.71	0.61
391	7400	120.63	0.64
391	7600	124.60	0.67
391	7800	128.61	0.71
391	8000	132.67	0.74
391	8200	136.77	0.78
391	8400	140.92	0.82
391	8600	145.12	0.86
391	8800	149.37	0.91
391	9000	153.67	0.96
391	9200	158.0	1.0
391	9400	162.4	1.1
391	9600	166.8	1.1
391	9800	171.3	1.2
391	10000	175.9	1.2
392	200	2.71266	0.00067
392	400	5.4493	0.0026
392	600	8.2104	0.0059
392	800	10.996	0.010
392	1000	13.808	0.016
392	1200	16.644	0.023
392	1400	19.507	0.031
392	1600	22.397	0.040
392	1800	25.313	0.050
392	2000	28.257	0.061
392	2200	31.228	0.074
392	2400	34.229	0.087
392	2600	37.26	0.10
392	2800	40.32	0.12
392	3000	43.40	0.13
392	3200	46.52	0.15
392	3400	49.67	0.16
392	3600	52.85	0.18
392	3800	56.07	0.20
392	4000	59.31	0.22
392	4200	62.59	0.24
392	4400	65.90	0.26
392	4600	69.25	0.28
392	4800	72.63	0.30
392	5000	76.05	0.32
392	5200	79.50	0.35
392	5400	83.00	0.37
392	5600	86.52	0.39
392	5800	90.09	0.42
392	6000	93.69	0.44
392	6200	97.34	0.47
392	6400	101.02	0.49
392	6600	104.75	0.52
392	6800	108.51	0.55
392	7000	112.32	0.58
392	7200	116.17	0.60
392	7400	120.07	0.64
392	7600	124.00	0.67
392	7800	127.99	0.70
392	8000	132.01	0.74
392	8200	136.08	0.77
392	8400	140.20	0.81
392	8600	144.37	0.86
392	8800	148.58	0.90
392	9000	152.84	0.94
392	9200	157.14	0.99
392	9400	161.5	1.0
392	9600	165.9	1.1
392	9800	170.3	1.2
392	10000	174.8	1.2
393	200	2.70565	0.00066
393	400	5.4351	0.0026
393	600	8.1886	0.0059
393	800	10.967	0.010
393	1000	13.770	0.016
393	1200	16.598	0.023
393	1400	19.452	0.031
393	1600	22.332	0.040
393	1800	25.239	0.050
393	2000	28.173	0.061
393	2200	31.134	0.073
393	2400	34.124	0.086
393	2600	37.141	0.100
393	2800	40.19	0.11
393	3000	43.26	0.13
393	3200	46.37	0.15
393	3400	49.51	0.16
393	3600	52.67	0.18
393	3800	55.87	0.20
393	4000	59.11	0.22
393	4200	62.37	0.24
393	4400	65.67	0.26
393	4600	69.00	0.28
393	4800	72.36	0.30
393	5000	75.76	0.32
393	5200	79.20	0.34
393	5400	82.67	0.37
393	5600	86.18	0.39
393	5800	89.72	0.41
393	6000	93.31	0.44
393	6200	96.93	0.46
393	6400	100.59	0.49
393	6600	104.29	0.51
393	6800	108.04	0.54
393	7000	111.82	0.57
393	7200	115.64	0.60
393	7400	119.51	0.63
393	7600	123.42	0.66
393	7800	127.37	0.70
393	8000	131.37	0.73
393	8200	135.41	0.77
393	8400	139.49	0.81
393	8600	143.62	0.85
393	8800	147.80	0.89
393	9000	152.02	0.93
393	9200	156.29	0.98
393	9400	160.6	1.0
393	9600	165.0	1.1
393	9800	169.4	1.1
393	10000	173.8	1.2
394	200	2.69868	0.00066
394	400	5.4208	0.0026
394	600	8.1668	0.0058
394	800	10.937	0.010
394	1000	13.732	0.016
394	1200	16.552	0.023
394	1400	19.397	0.030
394	1600	22.268	0.039
394	1800	25.165	0.049
394	2000	28.089	0.060
394	2200	31.041	0.072
394	2400	34.019	0.085
394	2600	37.026	0.099
394	2800	40.06	0.11
394	3000	43.13	0.13
394	3200	46.22	0.14
394	3400	49.34	0.16
394	3600	52.50	0.18
394	3800	55.68	0.20
394	4000	58.90	0.22
394	4200	62.15	0.24
394	4400	65.43	0.26
394	4600	68.75	0.28
394	4800	72.09	0.30
394	5000	75.48	0.32
394	5200	78.89	0.34
394	5400	82.35	0.36
394	5600	85.84	0.39
394	5800	89.36	0.41
394	6000	92.93	0.43
394	6200	96.53	0.46
394	6400	100.17	0.48
394	6600	103.84	0.51
394	6800	107.56	0.54
394	7000	111.32	0.57
394	7200	115.12	0.59
394	7400	118.96	0.62
394	7600	122.84	0.66
394	7800	126.76	0.69
394	8000	130.73	0.72
394	8200	134.74	0.76
394	8400	138.79	0.80
394	8600	142.89	0.84
394	8800	147.03	0.88
394	9000	151.21	0.92
394	9200	155.45	0.97
394	9400	159.7	1.0
394	9600	164.0	1.1
394	9800	168.4	1.1
394	10000	172.8	1.2
395	200	2.69174	0.00065
395	400	5.4067	0.0026
395	600	8.1452	0.0058
395	800	10.908	0.010
395	1000	13.694	0.016
395	1200	16.506	0.022
395	1400	19.342	0.030
395	1600	22.204	0.039
395	1800	25.092	0.049
395	2000	28.007	0.060
395	2200	30.948	0.072
395	2400	33.916	0.084
395	2600	36.912	0.098
395	2800	39.94	0.11
395	3000	42.99	0.13
395	3200	46.07	0.14
395	3400	49.18	0.16
395	3600	52.32	0.18
395	3800	55.49	0.20
395	4000	58.70	0.21
395	4200	61.93	0.23
395	4400	65.20	0.25
395	4600	68.50	0.27
395	4800	71.83	0.29
395	5000	75.19	0.32
395	5200	78.59	0.34
395	5400	82.03	0.36
395	5600	85.50	0.38
395	5800	89.01	0.41
395	6000	92.55	0.43
395	6200	96.13	0.45
395	6400	99.74	0.48
395	6600	103.40	0.51
395	6800	107.09	0.53
395	7000	110.83	0.56
395	7200	114.60	0.59
395	7400	118.41	0.62
395	7600	122.27	0.65
395	7800	126.16	0.68
395	8000	130.10	0.72
395	8200	134.08	0.75
395	8400	138.10	0.79
395	8600	142.16	0.83
395	8800	146.27	0.87
395	9000	150.42	0.91
395	9200	154.62	0.96
395	9400	158.9	1.0
395	9600	163.1	1.1
395	9800	167.5	1.1
395	10000	171.8	1.2
396	200	2.68484	0.00065
396	400	5.3926	0.0026
396	600	8.1237	0.0057
396	800	10.878	0.010
396	1000	13.657	0.016
396	1200	16.460	0.022
396	1400	19.288	0.030
396	1600	22.141	0.039
396	1800	25.020	0.049
396	2000	27.924	0.059
396	2200	30.855	0.071
396	2400	33.813	0.084
396	2600	36.798	0.097
396	2800	39.81	0.11
396	3000	42.85	0.13
396	3200	45.92	0.14
396	3400	49.02	0.16
396	3600	52.15	0.18
396	3800	55.31	0.19
396	4000	58.50	0.21
396	4200	61.71	0.23
396	4400	64.97	0.25
396	4600	68.25	0.27
396	4800	71.57	0.29
396	5000	74.91	0.31
396	5200	78.30	0.33
396	5400	81.71	0.36
396	5600	85.17	0.38
396	5800	88.65	0.40
396	6000	92.17	0.43
396	6200	95.73	0.45
396	6400	99.33	0.48
396	6600	102.96	0.50
396	6800	106.63	0.53
396	7000	110.34	0.56
396	7200	114.09	0.58
396	7400	117.87	0.61
396	7600	121.70	0.64
396	7800	125.57	0.68
396	8000	129.48	0.71
396	8200	133.43	0.74
396	8400	137.42	0.78
396	8600	141.45	0.82
396	8800	145.52	0.86
396	9000	149.64	0.90
396	9200	153.80	0.95
396	9400	158.01	0.99
396	9600	162.3	1.0
396	9800	166.5	1.1
396	10000	170.9	1.1
397	200	2.67798	0.00064
397	400	5.3786	0.0025
397	600	8.1023	0.0057
397	800	10.8493	0.0100
397	1000	13.620	0.015
397	1200	16.415	0.022
397	1400	19.234	0.030
397	1600	22.078	0.038
397	1800	24.948	0.048
397	2000	27.843	0.059
397	2200	30.764	0.071
397	2400	33.711	0.083
397	2600	36.685	0.096
397	2800	39.69	0.11
397	3000	42.72	0.13
397	3200	45.77	0.14
397	3400	48.86	0.16
397	3600	51.98	0.17
397	3800	55.12	0.19
397	4000	58.30	0.21
397	4200	61.50	0.23
397	4400	64.74	0.25
397	4600	68.00	0.27
397	4800	71.30	0.29
397	5000	74.64	0.31
397	5200	78.00	0.33
397	5400	81.40	0.35
397	5600	84.83	0.38
397	5800	88.30	0.40
397	6000	91.80	0.42
397	6200	95.34	0.45
397	6400	98.92	0.47
397	6600	102.53	0.50
397	6800	106.17	0.52
397	7000	109.86	0.55
397	7200	113.58	0.58
397	7400	117.34	0.61
397	7600	121.14	0.64
397	7800	124.98	0.67
397	8000	128.86	0.70
397	8200	132.78	0.74
397	8400	136.75	0.77
397	8600	140.75	0.81
397	8800	144.79	0.85
397	9000	148.87	0.89
397	9200	153.00	0.94
397	9400	157.17	0.98
397	9600	161.4	1.0
397	9800	165.6	1.1
397	10000	169.9	1.1
398	200	2.67115	0.00063
398	400	5.3647	0.0025
398	600	8.0810	0.0056
398	800	10.8204	0.0099
398	1000	13.583	0.015
398	1200	16.370	0.022
398	1400	19.181	0.029
398	1600	22.016	0.038
398	1800	24.876	0.048
398	2000	27.761	0.058
398	2200	30.673	0.070
398	2400	33.610	0.082
398	2600	36.574	0.096
398	2800	39.56	0.11
398	3000	42.58	0.12
398	3200	45.63	0.14
398	3400	48.70	0.16
398	3600	51.80	0.17
398	3800	54.94	0.19
398	4000	58.10	0.21
398	4200	61.29	0.23
398	4400	64.51	0.25
398	4600	67.76	0.27
398	4800	71.05	0.29
398	5000	74.36	0.31
398	5200	77.71	0.33
398	5400	81.09	0.35
398	5600	84.51	0.37
398	5800	87.96	0.40
398	6000	91.44	0.42
398	6200	94.96	0.44
398	6400	98.51	0.47
398	6600	102.10	0.49
398	6800	105.72	0.52
398	7000	109.38	0.55
398	7200	113.08	0.57
398	7400	116.82	0.60
398	7600	120.60	0.63
398	7800	124.41	0.66
398	8000	128.26	0.70
398	8200	132.15	0.73
398	8400	136.08	0.77
398	8600	140.05	0.80
398	8800	144.07	0.84
398	9000	148.12	0.88
398	9200	152.21	0.92
398	9400	156.34	0.97
398	9600	160.5	1.0
398	9800	164.7	1.1
398	10000	169.0	1.1
399	200	2.66436	0.00063
399	400	5.3509	0.0025
399	600	8.0599	0.0056
399	800	10.7916	0.0098
399	1000	13.547	0.015
399	1200	16.325	0.022
399	1400	19.127	0.029
399	1600	21.954	0.038
399	1800	24.805	0.047
399	2000	27.681	0.058
399	2200	30.582	0.069
399	2400	33.509	0.082
399	2600	36.462	0.095
399	2800	39.44	0.11
399	3000	42.45	0.12
399	3200	45.48	0.14
399	3400	48.54	0.15
399	3600	51.63	0.17
399	3800	54.75	0.19
399	4000	57.90	0.21
399	4200	61.08	0.23
399	4400	64.28	0.24
399	4600	67.52	0.26
399	4800	70.79	0.28
399	5000	74.09	0.31
399	5200	77.42	0.33
399	5400	80.79	0.35
399	5600	84.18	0.37
399	5800	87.61	0.39
399	6000	91.08	0.42
399	6200	94.57	0.44
399	6400	98.11	0.46
399	6600	101.67	0.49
399	6800	105.28	0.52
399	7000	108.92	0.54
399	7200	112.59	0.57
399	7400	116.30	0.60
399	7600	120.05	0.63
399	7800	123.84	0.66
399	8000	127.66	0.69
399	8200	131.53	0.72
399	8400	135.43	0.76
399	8600	139.37	0.79
399	8800	143.35	0.83
399	9000	147.37	0.87
399	9200	151.43	0.91
399	9400	155.53	0.96
399	9600	159.7	1.0
399	9800	163.9	1.1
399	10000	168.1	1.1
400	200	2.65760	0.00062
400	400	5.3371	0.0025
400	600	8.0388	0.0055
400	800	10.7630	0.0097
400	1000	13.510	0.015
400	1200	16.281	0.021
400	1400	19.074	0.029
400	1600	21.892	0.037
400	1800	24.734	0.047
400	2000	27.601	0.057
400	2200	30.492	0.069
400	2400	33.409	0.081
400	2600	36.352	0.094
400	2800	39.32	0.11
400	3000	42.32	0.12
400	3200	45.34	0.14
400	3400	48.39	0.15
400	3600	51.47	0.17
400	3800	54.57	0.19
400	4000	57.71	0.21
400	4200	60.87	0.22
400	4400	64.06	0.24
400	4600	67.28	0.26
400	4800	70.54	0.28
400	5000	73.82	0.30
400	5200	77.14	0.32
400	5400	80.48	0.35
400	5600	83.86	0.37
400	5800	87.27	0.39
400	6000	90.72	0.41
400	6200	94.20	0.44
400	6400	97.71	0.46
400	6600	101.25	0.49
400	6800	104.84	0.51
400	7000	108.45	0.54
400	7200	112.10	0.56
400	7400	115.79	0.59
400	7600	119.52	0.62
400	7800	123.28	0.65
400	8000	127.08	0.68
400	8200	130.91	0.72
400	8400	134.79	0.75
400	8600	138.70	0.79
400	8800	142.65	0.82
400	9000	146.64	0.86
400	9200	150.66	0.91
400	9400	154.73	0.95
400	9600	158.84	0.99
400	9800	163.0	1.0
400	10000	167.2	1.1
